"","TALHAO","PARCELA","COD_ARVORE","CAP","HT","CATEGORIA","HD","b0","b1","Rsqr","Std.Error"
"1770",3663,102,201,52.2,26.8,"Normal",27.35,3.96717934476126,-11.3674362189808,0.900906801167383,0.0199338408754173
"1771",3663,102,202,56,27.5,"Dominante",27.35,3.96717934476126,-11.3674362189808,0.900906801167383,0.0199338408754173
"1772",3663,102,203,54.2,27.9,"Normal",27.35,3.96717934476126,-11.3674362189808,0.900906801167383,0.0199338408754173
"1773",3663,102,501,48.7,0,"Normal",27.35,3.96717934476126,-11.3674362189808,0.900906801167383,0.0199338408754173
"1774",3663,102,502,46.7,0,"Bifurcadaabaixo1.30",27.35,3.96717934476126,-11.3674362189808,0.900906801167383,0.0199338408754173
"1775",3663,102,502,39.4,0,"Outros Fustes",27.35,3.96717934476126,-11.3674362189808,0.900906801167383,0.0199338408754173
"1776",3663,102,503,33.5,0,"Morta",27.35,3.96717934476126,-11.3674362189808,0.900906801167383,0.0199338408754173
"1777",3663,102,404,52.5,0,"Bifurcadaabaixo1.30",27.35,3.96717934476126,-11.3674362189808,0.900906801167383,0.0199338408754173
"1778",3663,102,405,52.2,0,"Outros Fustes",27.35,3.96717934476126,-11.3674362189808,0.900906801167383,0.0199338408754173
"1779",3663,102,403,44,0,"Outros Fustes",27.35,3.96717934476126,-11.3674362189808,0.900906801167383,0.0199338408754173
"1780",3663,102,404,41.3,0,"Outros Fustes",27.35,3.96717934476126,-11.3674362189808,0.900906801167383,0.0199338408754173
"1781",3663,102,405,50.7,0,"Bifurcadaabaixo1.30",27.35,3.96717934476126,-11.3674362189808,0.900906801167383,0.0199338408754173
"1782",3663,103,101,40.8,0,"Morta",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1783",3663,103,102,48,26.5,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1784",3663,103,201,48.7,25.3,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1785",3663,103,202,51.7,27,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1786",3663,103,203,52.5,27.1,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1787",3663,103,103,50.4,26.6,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1788",3663,103,304,49.5,0,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1789",3663,103,305,56.8,0,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1790",3663,103,306,49.6,0,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1791",3663,103,401,53.9,0,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1792",3663,103,402,51.4,0,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1793",3663,103,403,55.8,27.8,"Dominante",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1794",3663,103,404,50,0,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1795",3663,103,405,52.3,0,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1796",3663,103,204,47.6,26.7,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1797",3663,103,205,52.2,27.7,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1798",3663,103,301,43,0,"Morta",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1799",3663,103,302,49.8,25.5,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1800",3663,103,303,50,0,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1801",3663,103,406,45.4,0,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1802",3663,103,501,49.4,0,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1803",3663,103,502,43.5,0,"Normal",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1804",3663,103,503,54.4,27.8,"Dominante",27.8,3.75574319331671,-7.59206415360821,0.488836250343034,0.0237586168066043
"1805",3663,104,102,56.7,27.8,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1806",3663,104,103,55.1,27.9,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1807",3663,104,201,52.6,28.1,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1808",3663,104,202,51.2,27.6,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1809",3663,104,203,47.4,26.7,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1810",3663,104,204,47.3,25.3,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1811",3663,104,205,50.4,26.5,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1812",3663,104,206,47.5,26.3,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1813",3663,104,101,38.3,0,"Morta",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1814",3663,104,304,48.4,0,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1815",3663,104,305,54.9,0,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1816",3663,104,306,51.3,0,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1817",3663,104,401,58,27.4,"Dominante",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1818",3663,104,402,0,0,"Falha",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1819",3663,104,403,59.2,27.3,"Dominante",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1820",3663,104,404,50.7,0,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1821",3663,104,405,53.3,0,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1822",3663,104,501,55.8,0,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1823",3663,104,502,55.4,0,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1824",3663,104,503,48.5,0,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1825",3663,104,301,54.1,0,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1826",3663,104,302,51.1,0,"Normal",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1827",3663,104,303,47.1,0,"Morta",27.35,3.57080901638591,-4.52098979459633,0.44032230868809,0.0245046805094995
"1828",3663,105,201,57.8,27.7,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1829",3663,105,202,58.3,28.2,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1830",3663,105,203,59.4,27.2,"Dominante",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1831",3663,105,204,54.3,25.9,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1832",3663,105,301,57.8,26.8,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1833",3663,105,302,53.3,0,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1834",3663,105,303,52.5,0,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1835",3663,105,304,58.8,26.6,"Dominante",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1836",3663,105,401,52.7,0,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1837",3663,105,402,47.3,0,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1838",3663,105,101,56.3,26.5,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1839",3663,105,102,51.6,26.8,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1840",3663,105,103,53.8,26.9,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1841",3663,105,501,54.1,0,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1842",3663,105,502,53.4,0,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1843",3663,105,403,48.7,0,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1844",3663,105,404,52.7,0,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1845",3663,105,405,52.2,0,"Normal",26.9,3.51152704875618,-3.90269186181072,0.0618754296755938,0.024199013131377
"1846",3663,106,201,0,0,"Falha",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1847",3663,106,101,0,0,"Falha",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1848",3663,106,102,52.8,26.9,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1849",3663,106,103,56.8,27.6,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1850",3663,106,301,58.3,27.9,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1851",3663,106,202,54.2,27.5,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1852",3663,106,203,52.5,27.4,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1853",3663,106,204,55.6,27,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1854",3663,106,401,57,0,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1855",3663,106,402,56.3,0,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1856",3663,106,403,51.5,0,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1857",3663,106,404,48.1,0,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1858",3663,106,405,52.3,0,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1859",3663,106,501,53.2,0,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1860",3663,106,502,49.6,0,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1861",3663,106,503,54.5,0,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1862",3663,106,303,58.8,27.2,"Dominante",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1863",3663,106,304,58.8,27,"Dominante",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1864",3663,106,302,52.5,25.9,"Normal",27.1,3.50320118569022,-3.56362905225894,0.0984656397177093,0.0202333896134976
"1865",3663,107,103,59.7,28.4,"Dominante",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1866",3663,107,101,56.7,27.4,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1867",3663,107,102,52.3,27.1,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1868",3663,107,204,54.4,26.1,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1869",3663,107,205,51.3,26.9,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1870",3663,107,301,57.4,27.1,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1871",3663,107,302,53.3,0,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1872",3663,107,303,56.2,0,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1873",3663,107,304,56.3,0,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1874",3663,107,305,54,0,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1875",3663,107,401,0,0,"Falha",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1876",3663,107,402,49.2,0,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1877",3663,107,403,51,0,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1878",3663,107,201,53,25.3,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1879",3663,107,202,40.3,0,"Dominada",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1880",3663,107,203,58.3,26.9,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1881",3663,107,502,58.6,0,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1882",3663,107,503,54.3,0,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1883",3663,107,404,54.4,0,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1884",3663,107,405,56.3,0,"Normal",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1885",3663,107,501,61.7,27.5,"Dominante",27.95,3.59616604516383,-5.37323683965805,0.248732874265034,0.0282789057368238
"1886",3663,108,202,61.7,27.9,"Dominante",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1887",3663,108,101,59.5,27.6,"Dominante",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1888",3663,108,102,58,27.7,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1889",3663,108,201,54,27.1,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1890",3663,108,302,57.8,27.9,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1891",3663,108,203,55.3,26.6,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1892",3663,108,204,54.7,28,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1893",3663,108,301,54.3,27.4,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1894",3663,108,403,49.5,0,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1895",3663,108,404,54.8,0,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1896",3663,108,405,45.7,0,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1897",3663,108,501,56.9,0,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1898",3663,108,502,42,0,"Dominada",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1899",3663,108,503,52.8,0,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1900",3663,108,504,48.2,0,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1901",3663,108,303,52.4,0,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1902",3663,108,304,52,0,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1903",3663,108,305,57.3,0,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1904",3663,108,306,52.2,0,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1905",3663,108,401,57,0,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1906",3663,108,402,49.4,0,"Normal",27.75,3.4918729802446,-3.19830618059733,0.108479291301116,0.0165005293462313
"1907",3663,109,103,54,25.8,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1908",3663,109,201,55.6,27.4,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1909",3663,109,101,53.2,28,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1910",3663,109,102,54,27.5,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1911",3663,109,303,56.3,0,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1912",3663,109,304,47.8,0,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1913",3663,109,305,50,0,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1914",3663,109,401,53.7,0,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1915",3663,109,402,51,0,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1916",3663,109,403,59,27.9,"Dominante",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1917",3663,109,404,48.2,0,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1918",3663,109,202,54.3,27.5,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1919",3663,109,203,57.6,28.3,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1920",3663,109,204,52.8,27.4,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1921",3663,109,205,53.1,27.7,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1922",3663,109,301,58.4,0,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1923",3663,109,302,53.2,0,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1924",3663,109,501,51,0,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1925",3663,109,502,57.1,0,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1926",3663,109,503,59,27.7,"Dominante",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1927",3663,109,405,56.3,0,"Normal",27.8,3.50928858342632,-3.41809918800043,0.000544940133250349,0.0248414833259046
"1928",3663,110,103,43.6,25.4,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1929",3663,110,201,59.6,26.2,"Dominante",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1930",3663,110,202,57,26,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1931",3663,110,203,60.4,26.6,"Dominante",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1932",3663,110,204,57.1,27,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1933",3663,110,301,55.3,25.9,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1934",3663,110,302,58,0,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1935",3663,110,101,55.2,27.9,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1936",3663,110,102,49.8,26.5,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1937",3663,110,403,53.2,0,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1938",3663,110,404,55.6,0,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1939",3663,110,405,45.8,0,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1940",3663,110,501,36.9,0,"Morta",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1941",3663,110,502,37.7,0,"Dominada",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1942",3663,110,503,55.6,0,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1943",3663,110,304,55.5,0,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1944",3663,110,305,56.4,0,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1945",3663,110,401,56.2,0,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1946",3663,110,303,55.1,0,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1947",3663,110,402,58.6,0,"Normal",26.4,3.38552879267508,-1.916804299386,0.0614391047518605,0.027811909283701
"1948",3663,111,101,0,0,"Falha",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1949",3663,111,102,0,0,"Falha",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1950",3663,111,201,52.9,24.3,"Normal",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1951",3663,111,303,55.8,26.7,"Normal",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1952",3663,111,304,55.5,27.1,"Normal",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1953",3663,111,305,56.8,26.9,"Normal",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1954",3663,111,306,54,27.1,"Normal",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1955",3663,111,401,48.9,0,"Normal",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1956",3663,111,402,52,0,"Normal",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1957",3663,111,403,52.6,0,"Normal",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1958",3663,111,404,56.5,0,"Normal",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1959",3663,111,202,59.8,26.7,"Dominante",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1960",3663,111,203,0,0,"Falha",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1961",3663,111,204,54.4,0,"Morta",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1962",3663,111,301,54.1,27.2,"Normal",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1963",3663,111,302,55,27.3,"Normal",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1964",3663,111,501,57.3,26.8,"Dominante",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1965",3663,111,502,53.5,0,"Normal",26.75,3.64542267917,-6.41174407616212,0.0136249970578575,0.0354699415846074
"1966",3663,112,203,54.9,26.2,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1967",3663,112,204,51.5,26.6,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1968",3663,112,201,51.6,25.9,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1969",3663,112,202,56.7,27.1,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1970",3663,112,303,51.8,0,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1971",3663,112,304,52.1,0,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1972",3663,112,301,50.1,25.6,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1973",3663,112,302,49.5,25.2,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1974",3663,112,101,53,0,"Bifurcadaacima1.30",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1975",3663,112,102,56.1,26.2,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1976",3663,112,103,54,25.4,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1977",3663,112,404,58.5,25.7,"Dominante",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1978",3663,112,501,55.4,0,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1979",3663,112,502,52.2,0,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1980",3663,112,503,0,0,"햞vore Contada",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1981",3663,112,402,57.7,25.3,"Dominante",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1982",3663,112,305,51,0,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1983",3663,112,306,50,0,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1984",3663,112,401,51,0,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1985",3663,112,403,52.8,0,"Normal",25.5,3.3401526255462,-1.46451881564839,-0.070399401173866,0.0241427834254523
"1986",3663,113,101,47.8,24,"Normal",26.5,3.72837726596589,-8.19819570467402,0.692819780547012,0.0207369604062153
"1987",3663,113,103,0,0,"Falha",26.5,3.72837726596589,-8.19819570467402,0.692819780547012,0.0207369604062153
"1988",3663,113,201,58.5,26.5,"Dominante",26.5,3.72837726596589,-8.19819570467402,0.692819780547012,0.0207369604062153
"1989",3663,113,202,53.8,25.1,"Normal",26.5,3.72837726596589,-8.19819570467402,0.692819780547012,0.0207369604062153
"1990",3663,113,102,53,25.6,"Normal",26.5,3.72837726596589,-8.19819570467402,0.692819780547012,0.0207369604062153
"1991",3663,113,302,51.6,0,"Normal",26.5,3.72837726596589,-8.19819570467402,0.692819780547012,0.0207369604062153
"1992",3663,113,303,52.5,0,"Normal",26.5,3.72837726596589,-8.19819570467402,0.692819780547012,0.0207369604062153
"1993",3663,113,304,55,0,"Normal",26.5,3.72837726596589,-8.19819570467402,0.692819780547012,0.0207369604062153
"1994",3663,113,305,0,0,"Falha",26.5,3.72837726596589,-8.19819570467402,0.692819780547012,0.0207369604062153
"1995",3663,113,306,56.3,26.5,"Dominante",26.5,3.72837726596589,-8.19819570467402,0.692819780547012,0.0207369604062153
"1996",3663,113,401,50.5,0,"Normal",26.5,3.72837726596589,-8.19819570467402,0.692819780547012,0.0207369604062153
"1997",3663,113,402,53.9,0,"Normal",26.5,3.72837726596589,-8.19819570467402,0.692819780547012,0.0207369604062153
